Type,Subtype,Name,File,RawX,RawY,RawZ,id,Drop,LootSpawnInfo,SpawnConditions,Clazz
food,potato,potatoesAPickupView (2),Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,18245486,3497909,34134552,"1478707883,1079772440,-223340123,453993413","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""2021943158973951263""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/outskirts/outskirtsA/eastLoop/risen/interactives/interactives.unity,5577993,2353134,1663826,"1479254072,1173658278,1615246742,-1670709526","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,risenNormalEnemySpawner (2-4p),Assets/worlds/isolaSacra/outskirts/outskirtsA/westBonfireUpper/risen/interactives/interactives.unity,3468165,3359974,11034952,"1480157092,1290105585,1368007312,-393502644","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal""],""noneTags"":[""Armor"",""Shield""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
fishing,carp,carpFishingSpotView,Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,14543749,772407,3500933,"1480931853,1244852202,-1232273277,-926132329","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3974289298266048918""],""filterPool"":[]}]},{""chances"":[{""chance"":80,""count"":0},{""chance"":10,""count"":1},{""chance"":5,""count"":2},{""chance"":3,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[],""filterPool"":[""Gear""]},{""specificItem"":[],""filterPool"":[""Ring""]}]}]}","","",Moon.Forsaken.FarmableResourceView
npc,enemies,beastNormalSwimmingEnemySpawner (2-4p),Assets/worlds/isolaSacra/hills/hillsA/pond/beastAndBoarskinAndTanth/interactives/interactives.unity,8811971,3572017,-2544763,"1481953339,1326026649,191008672,937949005","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Beast"",""Normal"",""Swimming""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
interactible,ladder,kickdownLadder (1),Assets/worlds/isolaSacra/willsFarm/willsFarmA/villageArtState/default/interactives/interactives.unity,13668522,3679717,33797636,"1483006862,1324777094,594438286,729298271","","","",Moon.Forsaken.LadderView
npc,npc_other,npcPioTheNaturePainter,Assets/worlds/isolaSacra/sacrament/sacramentA/artEastFarm/artEastFarm.unity,19024202,2506480,7691832,"1483424672,1333186412,-267893353,1124896455","","","",Moon.Forsaken.NpcInstance
spawner,spawner,shinySmallChestLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/banditCamp/plaguedHumanAndBoarskin/interactives/interactives.unity,27106904,7109094,15799382,"1483478970,1231495673,1273506495,-724136094","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
ore,silver,silverOreResourceView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,12846513,3948413,-3918331,"1485500938,1112716250,2144608945,-1887867136","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3172688301877486470""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
wood,pine,pineMediumDView,Assets/worlds/isolaSacra/sacrament/sacramentA/artFarmArea/artFarmArea.unity,21774098,2992483,12210806,"148564677,1312977238,211247295,-479641191","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3191183561878509088""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1370552893263282844""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
interactible,house_entrance,houseCEntry,Assets/worlds/isolaSacra/sacrament/sacramentA/interactives/interactives.unity,11037469,2910448,13227031,"1486365199,1186354540,1247563183,-1439473073","","","",Moon.Forsaken.HouseEntrance
herb,dracaena,dracaenaHerbView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,36309036,8914692,15725324,"1486450152,1169954996,1261463229,-1109815336","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,animal,npcSheepBData,Assets/worlds/isolaSacra/willsFarm/willsFarmA/marinVillage/rootsThatBindCompleted/interactives/interactives.unity,16093020,3593994,30976902,"1487982832,1148660785,-821585529,-1333196572","","","{""requiredSpawnConditions"":null,""disableConditions"":{""questSteps"":[{""questGuid"":""181637750654751853"",""state"":""Completed"",""conditionType"":""And""}],""quests"":[],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""respawnConditions"":null}",Moon.Forsaken.NpcInstance
ore,iron,ironOreResourceView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,29341778,7542538,17185506,"1488339824,1179190218,111294864,1208911190","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""996809264675242694""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
npc,enemies,plaguedHumanNormalEnemySpawner (2-2p),Assets/worlds/isolaSacra/mountainPass/mountainPassA/mountainPathTop/plaguedHumanAndBoarskin/interactives/interactives.unity,30326720,8154430,14977516,"1488607004,1128413385,979259033,-1802382998","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""PlaguedHuman"",""Normal""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/northCave/default/interactives/interactives.unity,10249090,3661190,30745328,"1489211194,1167817049,2018522522,-342184646","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
interactible,lever,pushCogView,Assets/worlds/isolaSacra/hills/hillsA/interactives/interactives.unity,10005567,5208375,-7054466,"1489676377,1188868741,-460148593,2101689035","","","",Moon.Forsaken.PushCogView
interactible,door,doorLeftHingeWoodA (1),Assets/worlds/isolaSacra/hills/hillsA/interactives/interactives.unity,15306106,5182316,-4328140,"149024154,1113887356,1937094833,-731408543","","","",Moon.Forsaken.DoorView
herb,lithops,lithopsHerbView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,10114172,3909288,-1148778,"1496039191,1158772805,-219093858,644660234","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2460116408179348514""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2690174942439099494""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
food,potato,potatoesAView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,27555856,6287917,14769652,"1496142777,1121501403,-1974371933,-387430226","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""2021943158973951263""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
interactible,platform,movingPlatform,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,31961498,6341918,18723364,"149640601,1245100158,-2030640965,-880604220","","","",Moon.Forsaken.MovingPlatformView
interactible,platform,movingPlatform,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,32819538,6328811,19781582,"1496473849,1286732729,-795591491,-946955817","","","",Moon.Forsaken.MovingPlatformView
wood,pine,coastPineCView,Assets/worlds/isolaSacra/coast/coastA/loot/loot.unity,-570818,1137527,1262223,"1496783258,1167581873,-855793780,-720801747","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3191183561878509088""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1370552893263282844""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/quarryBottom/boarskin/interactives/interactives.unity,35294416,6197011,19410994,"1498869613,1201169288,-1491711086,1191212561","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,risenMeleeArmorEnemySpawner,Assets/worlds/isolaSacra/fortress/fortressA/westBridge/risenB/interactives/interactives.unity,-7073955,2586529,5534187,"149978006,1187319043,-2131508079,-1927714236","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Melee"",""Armor""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
fishing,carp,carpFishingSpotPickupView (2),Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,33623244,5715591,21715354,"1499984682,1183917814,979661201,337846006","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3974289298266048918""],""filterPool"":[]}]},{""chances"":[{""chance"":80,""count"":0},{""chance"":10,""count"":1},{""chance"":5,""count"":2},{""chance"":3,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[],""filterPool"":[""Gear""]},{""specificItem"":[],""filterPool"":[""Ring""]}]}]}","","",Moon.Forsaken.FarmableResourceView
npc,enemies,plaguedHumanNormalEnemySpawner (2-4p),Assets/worlds/isolaSacra/mountainPass/mountainPassA/prisonCells/plaguedHumanAndBoarskin/interactives/interactives.unity,34747192,6407849,22293384,"1500183396,1261189643,1159276727,-2097852749","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""PlaguedHuman"",""Normal""],""noneTags"":[],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
wood,birch,birchGreenHView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,13344259,3464534,-9480765,"1501533714,1091922291,337316226,-946317159","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3703354541582648915""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1901150899890273318""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
wood,spruce,spruceSmallBView,Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,15740851,862449,4904365,"1502661822,1138909032,84695478,666949840","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""2466785325384271848""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""3062785446694052011""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
interactible,ladder,kickdownLadder,Assets/worlds/isolaSacra/fortress/fortressA/interactives/interactives.unity,-4309647,969932,4090757,"1504196312,1251170250,-1333084763,636488410","","","",Moon.Forsaken.LadderView
spawner,spawner,mediumChestSmallChestLootSpawner,Assets/worlds/isolaSacra/outskirts/outskirtsA/hillsBridge/risen/interactives/interactives.unity,8191800,3436305,6267617,"1504278103,1188690998,923499667,-603460597","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""MediumChest"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,risenNormalRangedEnemySpawner,Assets/worlds/isolaSacra/fortress/fortressA/elevatorApproach/risenB/interactives/interactives.unity,3056927,1743986,6137774,"1504823924,1102889203,-140846669,1727048290","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal"",""Ranged""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
destructible,des_door,destructibleWoodenDoorAView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,35664692,6202327,18851430,"1505603937,1263084449,-188506734,-472913190","","","",Moon.Forsaken.DestructibleView
herb,artemisia,artemisiaHerbView,Assets/worlds/isolaSacra/fortress/fortressA/loot/loot.unity,-3359834,2035154,4138958,"1507540100,1221586535,-648830812,382328756","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""2271648021907577248""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""3240160386219145278""],""filterPool"":[]},{""specificItem"":[""4557901951379879815""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
digging,digging,tier2DigSpotDirtAView,Assets/worlds/isolaSacra/sacrament/sacramentA/loot/loot.unity,11706696,3374543,17533960,"1507665854,1250536944,-1226655080,-75024578","{""groups"":[{""chances"":[{""chance"":70,""count"":1},{""chance"":25,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]},{""specificItem"":[],""filterPool"":[""Root""]},{""specificItem"":[],""filterPool"":[""Weapon""]},{""specificItem"":[],""filterPool"":[""Component""]},{""specificItem"":[],""filterPool"":[""Gem""]},{""specificItem"":[],""filterPool"":[""Ember""]},{""specificItem"":[""3070838133503008000""],""filterPool"":[]},{""specificItem"":[],""filterPool"":[]}]}]}","","",Moon.Forsaken.DigSpotView
npc,npc_other,npcNeto,Assets/worlds/isolaSacra/willsFarm/willsFarmA/marinVillage/rootsThatBindCompleted/interactives/interactives.unity,19064292,3539402,34009596,"150853819,1198240755,1230835368,-1361208343","","","",Moon.Forsaken.NpcInstance
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/roadConvoy/default/interactives/interactives.unity,14287655,4286089,26367596,"1508724800,1319431640,7680414,-1063265931","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""Shiny""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,shinyLootSpawner,Assets/worlds/isolaSacra/fortress/fortressA/cathedral/risenB/interactives/interactives.unity,-2624585,1749244,6008865,"1509267407,1307081613,568742317,306411555","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Shiny""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
food,horseshoe_crab,horseshoeCrabView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,25968350,5073431,12800899,"1513682705,1289540497,-1326100327,1616535474","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""3471571811583308745""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
herb,dracaena,dracaenaHerbView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,12007284,3936800,30426442,"1515730325,1130252817,663187861,-1307243353","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
interactible,other,houseFurnaceView,Assets/activities/npcActivities/danosActivities/vendorUpgrades/filmore/level3/level3/interactives/interactives.unity,12725125,2717634,11833180,"1517347745,1085557456,-1303968091,1552598898","","","",Moon.Forsaken.ResourceRefineryView
wood,spruce,spruceCView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,37280532,9565522,16296966,"1517537733,1291870478,-129177983,2047259939","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""2466785325384271848""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""3062785446694052011""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
food,horseshoe_crab,horseshoeCrabView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,13567532,3622383,27181092,"151775155,1111214617,-151243846,-1198680772","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":5,""count"":3}],""items"":[{""specificItem"":[""3471571811583308745""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
herb,dracaena,dracaenaHerbPickupView (1),Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,16251336,3779624,-11873799,"1518318740,1123689657,-446331991,991321783","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
wood,pine,pineMediumDPickupView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,26715946,5619715,16670722,"151986689,1195531880,637957011,1296668658","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3191183561878509088""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1370552893263282844""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
interactible,door,doorLeftHingeWoodB,Assets/worlds/isolaSacra/mountainPass/mountainPassA/interactives/interactives.unity,28501476,5458063,13347520,"1521072077,1242910563,-1029945470,1230544216","","","",Moon.Forsaken.DoorView
npc,npc_other,npcHalaTheArchivist,Assets/worlds/isolaSacra/sacrament/sacramentA/npcs/npcs.unity,17610586,3046946,10457697,"1523386747,1297743732,1912272039,-1148186221","","","{""requiredSpawnConditions"":null,""disableConditions"":{""questSteps"":[],""quests"":[{""questGuid"":""3723036162959996460"",""state"":""Completed"",""conditionType"":""And""}],""worldEvents"":[],""timesOfDay"":[],""hasItems"":[],""hasModifiers"":[],""activities"":[],""boons"":[],""hasGold"":null},""respawnConditions"":null}",Moon.Forsaken.NpcInstance
npc,enemies,risenNormalEnemySpawner,Assets/worlds/isolaSacra/outskirts/outskirtsA/northWestBridgeArena/risen/interactives/interactives.unity,1345082,663124,10332438,"15235503,1209308033,585640368,-118596445","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
wood,spruce,spruceCView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/artMountainPassEntrance/artMountainPassEntrance.unity,25129956,5790695,14447043,"1524620401,1216615180,212863670,-932974286","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""2466785325384271848""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""3062785446694052011""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
npc,enemies,plaguedHumanNormalRangedEnemySpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/banditCamp/plaguedHumanAndBoarskin/interactives/interactives.unity,26652180,5327357,16122511,"152618789,1225723585,2052030138,578496940","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""PlaguedHuman"",""Normal"",""Ranged""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
spawner,spawner,largeChestMediumChestSmallChestLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/quarryBottom/plaguedHumanAndBoarskin/interactives/interactives.unity,34624636,6221332,18563072,"1526540736,1138359413,646751412,-969895544","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""LargeChest"",""MediumChest"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
interactible,readable,readableViewPosterGeneric,Assets/worlds/isolaSacra/sacrament/sacramentA/interactivesLoreItems/interactivesLoreItems.unity,10621342,2705343,13993750,"1526721618,1172992762,1976613823,-105331233","","","",Moon.Forsaken.GeneralReadableView
ore,copper,copperOreResourceView,Assets/worlds/isolaSacra/fortress/fortressA/loot/loot.unity,982745,1451214,3565681,"1526947075,1084359622,-1039754323,1492488042","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""1876157270097675752""],""filterPool"":[]}]},{""chances"":[{""chance"":65,""count"":0},{""chance"":35,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Rock""]}]},{""chances"":[{""chance"":99,""count"":0},{""chance"":1,""count"":1}],""items"":[{""specificItem"":[],""filterPool"":[""Gem""]}]}]}","","",Moon.Forsaken.OreVeinView
npc,animal,crittersEnemySpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/banditCamp/plaguedHumanAndBoarskin/interactives/interactives.unity,26916946,5568495,19027066,"1528866554,1211985803,246229378,-2073489326","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Critters""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
food,blueberry,blueberryView,Assets/worlds/isolaSacra/hills/hillsA/loot/loot.unity,6473581,3969974,-3278829,"1529591111,1277693114,-2060948836,-812920666","{""groups"":[{""chances"":[{""chance"":60,""count"":1},{""chance"":35,""count"":2},{""chance"":2,""count"":3}],""items"":[{""specificItem"":[""529511889418667429""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
npc,enemies,risenEliteArmorEnemySpawner,Assets/worlds/isolaSacra/outskirts/outskirtsA/midCentral/risen/interactives/interactives.unity,6014225,3192258,7042418,"1530784335,1306027795,842913420,1636421230","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Elite"",""Armor""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,tanthNormalEnemySpawner (2-4p),Assets/worlds/isolaSacra/hills/hillsA/lumberyard/beastAndBoarskinAndTanth/interactives/interactives.unity,10579157,4390912,-5226237,"1532562098,1274482063,-455617115,-1745072869","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Tanth"",""Normal""],""noneTags"":[""Shield""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
npc,enemies,boarskinNormalEnemySpawner (3-4p),Assets/worlds/isolaSacra/mountainPass/mountainPassA/firePit/plaguedHumanAndBoarskin/interactives/interactives.unity,29204690,7218822,21101918,"1532825848,1197687159,-921554517,-1879069625","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Boarskin"",""Normal""],""noneTags"":[""Elite"",""Armor"",""Shield""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
npc,enemies,beastNormalSwimmingEnemySpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/cerimChamberBottom/plaguedHumanAndBoarskin/interactives/interactives.unity,28885650,5126881,26759008,"1532939337,1258980760,19585724,348925574","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Beast"",""Normal"",""Swimming""],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,risenMeleeEnemySpawner (3-3p),Assets/worlds/isolaSacra/outskirts/outskirtsA/northCave/risen/interactives/interactives.unity,7227965,2194548,9717023,"1534334052,1188130891,-1491813224,1414310852","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Melee""],""noneTags"":[""Elite"",""Shield""],""spawnConditions"":[""Quantum.QuantumConditionPlayerCount""]}","",.DynamicSpawner
herb,dracaena,dracaenaHerbView,Assets/worlds/isolaSacra/mountainPass/mountainPassA/loot/loot.unity,35967496,9514433,16687895,"1536821268,1215881834,-737989705,-189531399","{""groups"":[{""chances"":[{""chance"":50,""count"":1},{""chance"":50,""count"":2}],""items"":[{""specificItem"":[""3492249412788768703""],""filterPool"":[]}]},{""chances"":[{""chance"":75,""count"":0},{""chance"":25,""count"":1}],""items"":[{""specificItem"":[""2815119926244608702""],""filterPool"":[]}]}]}","","",Moon.Forsaken.StaticPickupView
wood,birch,birchBPickupView,Assets/worlds/isolaSacra/marinWoods/marinWoodsA/loot/loot.unity,15966299,4953853,26866600,"1536870111,1187645523,-1232768383,1586494812","{""groups"":[{""chances"":[{""chance"":100,""count"":1}],""items"":[{""specificItem"":[""3703354541582648915""],""filterPool"":[]}]},{""chances"":[{""chance"":90,""count"":0},{""chance"":10,""count"":1}],""items"":[{""specificItem"":[""1901150899890273318""],""filterPool"":[]}]}]}","","",Moon.Forsaken.CuttableTreeView
npc,enemies,npcNithScreamer,Assets/worlds/isolaSacra/outskirts/outskirtsA/westBridgeArena/risenAndNith/interactives/interactives.unity,772167,673054,7829133,"1537368516,1306254385,58034336,868839641","","","",Moon.Forsaken.NpcInstance
interactible,ladder,ladder,Assets/worlds/isolaSacra/fortress/fortressA/interactives/interactives.unity,-2037212,2285311,6502933,"1537383030,1137349162,-1964854351,1393447450","","","",Moon.Forsaken.LadderView
spawner,spawner,mediumChestSmallChestLootSpawner,Assets/worlds/isolaSacra/mountainPass/mountainPassA/prisonCells/plaguedHumanAndBoarskin/interactives/interactives.unity,33119536,7276559,25053728,"1538543451,1113335525,1434818217,-2058067368","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[""MediumChest"",""SmallChest""],""allTags"":[],""noneTags"":[],""spawnConditions"":[]}","",.DynamicSpawner
npc,enemies,risenNormalEnemySpawner,Assets/worlds/isolaSacra/fortress/fortressA/westBridge/risenB/interactives/interactives.unity,-5563351,2815999,6614876,"1539252853,1081582030,-1932857187,-1637352552","","{""respawnFreq"":""FogCreepBack"",""missChance"":0,""anyTags"":[],""allTags"":[""Risen"",""Normal""],""noneTags"":[""Armor"",""Shield""],""spawnConditions"":[]}","",.DynamicSpawner
